Sample	Sample	Fragments_Used_for_Bidirectional_Calc[#]	Bidirectional_ANI[%]	Bidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]	Fragments_Used_for_Unidirectional_Calc[#]	Unidirectional_ANI[%]	Unidirectional_StDev[%]
Leptospira_ainazelensis_GCF_016918785	Leptospira_cinconiae_GCF_040833995	1623	71.857	4.209	5225	71.717	4.379	5189	71.626	4.160
Leptospira_kanakyensis_GCF_004769235	Leptospira_cinconiae_GCF_040833995	586.5	70.133	4.195	2014	70.114	4.349	1954	69.976	3.986
Leptospira_licerasiae_GCF_000244755	Leptospira_mtsangambouensis_GCF_004770475	574	70.420	4.153	1950	70.179	4.052	1980	70.154	3.983
Leptospira_interrogans_GCF_000343165	Leptospira_mtsangambouensis_GCF_004770475	570.5	70.249	3.787	1988	70.214	3.940	2042	70.127	3.818
Leptospira_kirschneri_GCF_000243695	Leptospira_mtsangambouensis_GCF_004770475	569.5	70.378	3.993	1924	70.199	3.922	1952	70.177	3.921
Leptospira_chreensis_GCF_016919165	Leptospira_mtsangambouensis_GCF_004770475	6908.5	82.711	4.892	16699	82.383	5.095	18128	82.270	5.086
Leptospira_biflexa_GCF_000017685	Leptospira_mtsangambouensis_GCF_004770475	5544.5	78.796	5.394	14775	78.339	5.537	14810	78.349	5.572
Leptospira_harrisiae_GCF_002811945	Leptospira_mtsangambouensis_GCF_004770475	7660.5	86.729	4.391	17842	86.551	4.540	17830	86.552	4.542
Leptospira_ilyithenensis_GCF_004771005	Leptospira_cinconiae_GCF_040833995	676	70.492	4.019	2322	70.440	4.170	2287	70.323	3.843
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_mtsangambouensis_GCF_004770475	592	70.360	4.247	1992	70.197	4.116	2042	70.111	4.095
Leptospira_neocaledonica_GCF_002812205	Leptospira_mtsangambouensis_GCF_004770475	617.5	70.320	4.141	2053	70.197	4.066	2072	70.138	3.971
Leptospira_iowaensis_GCF_040833965	Leptospira_mtsangambouensis_GCF_004770475	5513.5	78.987	5.590	15172	78.364	5.672	15190	78.396	5.706
Leptospira_fainei_GCF_000306235	Leptospira_mtsangambouensis_GCF_004770475	509.5	69.670	3.783	1719	69.589	3.834	1742	69.541	3.837
Leptospira_adleri_GCF_002811985	Leptospira_mtsangambouensis_GCF_004770475	569	69.882	4.095	1902	69.845	4.042	1909	69.731	3.939
Leptospira_bouyouniensis_GCF_004770445	Leptospira_mtsangambouensis_GCF_004770475	5575	78.759	5.349	15039	78.268	5.463	15019	78.278	5.468
Leptospira_santarosai_GCF_000313175	Leptospira_mtsangambouensis_GCF_004770475	518.5	69.942	4.025	1738	69.841	3.937	1767	69.905	4.239
Leptospira_semungkisensis_GCF_004770055	Leptospira_mtsangambouensis_GCF_004770475	547.5	70.131	4.026	1823	69.959	3.996	1833	69.952	3.876
Leptospira_weilii_GCF_006874745	Leptospira_mtsangambouensis_GCF_004770475	517.5	69.992	3.949	1733	69.872	3.860	1751	70.037	4.175
Leptospira_selangorensis_GCF_004769405	Leptospira_mtsangambouensis_GCF_004770475	624.5	70.454	4.195	2069	70.316	4.075	2134	70.217	4.024
Leptospira_venezuelensis_GCF_002150035	Leptospira_mtsangambouensis_GCF_004770475	644.5	70.512	4.202	2076	70.296	4.116	2117	70.242	4.031
Leptospira_hartskeerlii_GCF_002811475	Leptospira_mtsangambouensis_GCF_004770475	610.5	70.377	4.262	2017	70.245	4.116	2056	70.159	4.022
Leptospira_langatensis_GCF_004770615	Leptospira_mtsangambouensis_GCF_004770475	503	70.045	4.149	1696	69.857	4.053	1743	69.819	3.995
Leptospira_yanagawae_GCF_000332475	Leptospira_mtsangambouensis_GCF_004770475	5411	78.781	5.428	14321	78.307	5.526	14323	78.309	5.545
Leptospira_koniambonensis_GCF_004769555	Leptospira_mtsangambouensis_GCF_004770475	619	70.550	4.171	2108	70.434	4.106	2149	70.358	4.007
Leptospira_andrefontaineae_GCF_004770105	Leptospira_mtsangambouensis_GCF_004770475	619.5	70.478	4.235	2061	70.355	4.143	2100	70.283	4.044
Leptospira_stimsonii_GCF_003545885	Leptospira_mtsangambouensis_GCF_004770475	565	70.002	3.915	1956	69.989	4.036	1979	69.935	3.939
Leptospira_alexanderi_GCF_000243815	Leptospira_mtsangambouensis_GCF_004770475	540.5	69.993	3.772	1775	69.961	3.948	1776	69.923	3.790
Leptospira_fletcheri_GCF_004769195	Leptospira_mtsangambouensis_GCF_004770475	466	69.543	4.061	1544	69.449	3.934	1552	69.366	3.841
Leptospira_barantonii_GCF_002811925	Leptospira_mtsangambouensis_GCF_004770475	588	69.966	4.027	1940	69.878	3.987	1954	69.830	3.911
Leptospira_wolffii_GCF_000306115	Leptospira_mtsangambouensis_GCF_004770475	518	69.596	3.894	1699	69.565	3.981	1711	69.514	3.885
Leptospira_inadai_GCF_000243675	Leptospira_mtsangambouensis_GCF_004770475	518.5	69.501	3.862	1673	69.355	3.767	1715	69.523	4.172
Leptospira_biflexa_GCF_000017685	Leptospira_licerasiae_GCF_000244755	533.5	70.019	4.100	1895	69.834	3.939	1867	70.005	4.324
Leptospira_ilyithenensis_GCF_004771005	Leptospira_mtsangambouensis_GCF_004770475	2631.5	73.133	4.510	7929	72.883	4.565	8006	72.853	4.505
Leptospira_noumeaensis_GCF_004770765	Leptospira_mtsangambouensis_GCF_004770475	6711	84.038	5.451	16564	83.576	5.626	16543	83.562	5.626
Leptospira_wolbachii_GCF_000332515	Leptospira_mtsangambouensis_GCF_004770475	6944.5	82.881	4.658	16706	82.468	4.876	16735	82.512	4.898
Leptospira_perdikensis_GCF_004769575	Leptospira_mtsangambouensis_GCF_004770475	6720	83.107	5.101	16543	82.773	5.272	16508	82.792	5.249
Leptospira_montravelensis_GCF_004769455	Leptospira_mtsangambouensis_GCF_004770475	6926.5	84.312	5.514	16920	83.961	5.636	16918	83.955	5.651
Leptospira_broomii_GCF_000243715	Leptospira_mtsangambouensis_GCF_004770475	532.5	69.490	3.751	1730	69.546	3.833	1801	69.472	3.835
Leptospira_levettii_GCF_002812085	Leptospira_mtsangambouensis_GCF_004770475	5460.5	78.995	5.445	14849	78.398	5.526	14885	78.365	5.538
Leptospira_noguchii_GCF_000306255	Leptospira_mtsangambouensis_GCF_004770475	593.5	70.232	3.959	2008	70.153	3.926	2022	70.243	4.118
Leptospira_borgpetersenii_GCF_003046425	Leptospira_mtsangambouensis_GCF_004770475	522	69.956	3.994	1751	69.897	3.972	1755	69.901	3.795
Leptospira_kemamanensis_GCF_004769665	Leptospira_mtsangambouensis_GCF_004770475	5243	79.206	5.568	14407	78.641	5.642	14389	78.625	5.633
Leptospira_alstonii_GCF_000347175	Leptospira_mtsangambouensis_GCF_004770475	523	70.061	3.857	1726	69.946	4.028	1761	70.170	4.563
Leptospira_ainazelensis_GCF_016918785	Leptospira_mtsangambouensis_GCF_004770475	597.5	70.099	3.877	2008	69.975	3.959	2013	69.948	3.802
Leptospira_kirschneri_GCF_000243695	Leptospira_licerasiae_GCF_000244755	1434	71.769	4.245	4715	71.534	4.158	4722	71.553	4.192
Leptospira_bandrabouensis_GCF_004770905	Leptospira_mtsangambouensis_GCF_004770475	7020.5	85.188	5.916	16927	84.647	6.132	16948	84.653	6.151
Leptospira_kanakyensis_GCF_004769235	Leptospira_mtsangambouensis_GCF_004770475	6830.5	84.539	5.720	16752	84.029	5.919	16755	84.012	5.914
Leptospira_sanjuanensis_GCF_022267325	Leptospira_licerasiae_GCF_000244755	1584	71.726	4.337	5163	71.472	4.272	5119	71.587	4.500
Leptospira_kmetyi_GCF_000243735	Leptospira_licerasiae_GCF_000244755	1608	71.695	4.262	5374	71.499	4.228	5347	71.491	4.253
Leptospira_harrisiae_GCF_002811945	Leptospira_licerasiae_GCF_000244755	562.5	70.213	4.093	1966	70.114	4.092	1935	70.166	4.242
Leptospira_bouyouniensis_GCF_004770445	Leptospira_licerasiae_GCF_000244755	556	70.020	4.096	1931	69.866	4.005	1876	69.930	4.120
Leptospira_iowaensis_GCF_040833965	Leptospira_licerasiae_GCF_000244755	549	69.984	4.117	1921	69.879	4.034	1913	70.080	4.368
Leptospira_semungkisensis_GCF_004770055	Leptospira_licerasiae_GCF_000244755	5156	76.909	4.827	14266	76.505	4.899	14177	76.536	4.850
Leptospira_fainei_GCF_000306235	Leptospira_licerasiae_GCF_000244755	3166	72.878	4.336	9775	72.534	4.277	9875	72.498	4.297
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_licerasiae_GCF_000244755	7618.5	88.018	3.514	17859	87.792	3.798	17789	87.811	3.760
Leptospira_santarosai_GCF_000313175	Leptospira_licerasiae_GCF_000244755	1370.5	71.768	4.177	4381	71.518	4.161	4361	71.609	4.389
Leptospira_chreensis_GCF_016919165	Leptospira_licerasiae_GCF_000244755	561	70.324	4.247	1952	70.099	4.047	2021	70.085	3.943
Leptospira_neocaledonica_GCF_002812205	Leptospira_licerasiae_GCF_000244755	7560.5	86.757	3.690	17442	86.546	3.953	17424	86.558	3.906
Leptospira_selangorensis_GCF_004769405	Leptospira_licerasiae_GCF_000244755	7651	87.619	3.563	17651	87.381	3.857	17615	87.378	3.873
Leptospira_tipperaryensis_GCF_001729245	Leptospira_licerasiae_GCF_000244755	1640	71.648	4.339	5558	71.464	4.243	5524	71.559	4.446
Leptospira_adleri_GCF_002811985	Leptospira_licerasiae_GCF_000244755	1602	71.649	4.269	5245	71.438	4.163	5163	71.440	4.150
Leptospira_wolbachii_GCF_000332515	Leptospira_licerasiae_GCF_000244755	568	70.087	3.967	1950	69.896	3.928	1947	70.196	4.449
Leptospira_alexanderi_GCF_000243815	Leptospira_licerasiae_GCF_000244755	1362	71.665	4.100	4562	71.505	4.157	4525	71.528	4.137
Leptospira_hartskeerlii_GCF_002811475	Leptospira_licerasiae_GCF_000244755	7953	88.240	3.225	17873	88.008	3.559	17754	88.084	3.358
Leptospira_weilii_GCF_006874745	Leptospira_licerasiae_GCF_000244755	1356	71.700	4.188	4551	71.517	4.119	4554	71.619	4.356
Leptospira_fletcheri_GCF_004769195	Leptospira_licerasiae_GCF_000244755	2855	72.911	4.376	9049	72.626	4.366	9111	72.583	4.342
Leptospira_andrefontaineae_GCF_004770105	Leptospira_licerasiae_GCF_000244755	7607	87.371	3.814	17825	87.043	4.215	17753	87.082	4.120
Leptospira_noumeaensis_GCF_004770765	Leptospira_licerasiae_GCF_000244755	581	70.235	4.119	1977	70.107	4.074	1955	70.064	4.038
Leptospira_perdikensis_GCF_004769575	Leptospira_licerasiae_GCF_000244755	574.5	70.177	4.254	1973	69.967	4.129	1952	70.031	4.119
Leptospira_venezuelensis_GCF_002150035	Leptospira_licerasiae_GCF_000244755	7898.5	86.962	4.197	18160	86.743	4.351	18121	86.755	4.341
Leptospira_langatensis_GCF_004770615	Leptospira_licerasiae_GCF_000244755	5001.5	76.871	4.873	14177	76.442	4.917	14163	76.465	4.880
Leptospira_koniambonensis_GCF_004769555	Leptospira_licerasiae_GCF_000244755	7694	87.171	3.705	17815	86.949	4.009	17758	86.983	3.945
Leptospira_yanagawae_GCF_000332475	Leptospira_licerasiae_GCF_000244755	546.5	70.018	4.181	1871	69.787	3.991	1846	69.951	4.257
Leptospira_kemamanensis_GCF_004769665	Leptospira_licerasiae_GCF_000244755	567	70.096	4.141	1899	69.873	3.972	1867	69.840	3.886
Leptospira_stimsonii_GCF_003545885	Leptospira_licerasiae_GCF_000244755	1603	71.642	4.075	5220	71.462	4.134	5180	71.493	4.127
Leptospira_barantonii_GCF_002811925	Leptospira_licerasiae_GCF_000244755	1664.5	71.826	4.308	5457	71.548	4.219	5392	71.576	4.232
Leptospira_inadai_GCF_000243675	Leptospira_licerasiae_GCF_000244755	3142	72.967	4.396	9649	72.586	4.337	9760	72.613	4.467
Leptospira_levettii_GCF_002812085	Leptospira_licerasiae_GCF_000244755	553.5	69.789	3.783	1893	69.820	3.921	1862	69.815	3.840
Leptospira_broomii_GCF_000243715	Leptospira_licerasiae_GCF_000244755	3176.5	72.957	4.400	9874	72.592	4.356	9916	72.603	4.377
Leptospira_kanakyensis_GCF_004769235	Leptospira_licerasiae_GCF_000244755	597	70.195	4.202	2011	70.001	4.078	1970	69.989	4.048
Leptospira_alstonii_GCF_000347175	Leptospira_licerasiae_GCF_000244755	1466.5	71.648	4.224	4783	71.495	4.213	4791	71.674	4.575
Leptospira_montravelensis_GCF_004769455	Leptospira_licerasiae_GCF_000244755	577.5	70.274	4.088	1966	70.090	4.062	1924	70.172	4.120
Leptospira_borgpetersenii_GCF_003046425	Leptospira_licerasiae_GCF_000244755	1371	71.590	4.188	4440	71.469	4.133	4393	71.477	4.111
Leptospira_interrogans_GCF_000343165	Leptospira_licerasiae_GCF_000244755	1410	71.692	4.101	4634	71.460	4.131	4595	71.497	4.124
Leptospira_wolffii_GCF_000306115	Leptospira_licerasiae_GCF_000244755	4574	75.600	4.881	13226	75.169	4.915	13176	75.169	4.895
Leptospira_noguchii_GCF_000306255	Leptospira_licerasiae_GCF_000244755	1361	71.724	4.176	4684	71.505	4.122	4648	71.612	4.297
Leptospira_bandrabouensis_GCF_004770905	Leptospira_licerasiae_GCF_000244755	570.5	70.197	4.219	1937	70.106	4.047	1926	70.177	4.294
Leptospira_ainazelensis_GCF_016918785	Leptospira_licerasiae_GCF_000244755	1656.5	71.638	4.148	5353	71.424	4.167	5260	71.467	4.121
Leptospira_ilyithenensis_GCF_004771005	Leptospira_licerasiae_GCF_000244755	673.5	70.486	3.899	2322	70.276	3.821	2262	70.278	3.801
Leptospira_sanjuanensis_GCF_022267325	Leptospira_biflexa_GCF_000017685	512	69.883	4.207	1742	69.817	4.353	1753	69.850	4.362
Leptospira_kmetyi_GCF_000243735	Leptospira_biflexa_GCF_000017685	511	69.802	4.044	1759	69.788	4.368	1756	69.607	4.012
Leptospira_harrisiae_GCF_002811945	Leptospira_biflexa_GCF_000017685	5568.5	78.713	5.471	14598	78.221	5.569	14546	78.210	5.527
Leptospira_kirschneri_GCF_000243695	Leptospira_biflexa_GCF_000017685	551.5	69.999	4.062	1867	69.958	4.257	1853	69.841	3.900
Leptospira_fainei_GCF_000306235	Leptospira_biflexa_GCF_000017685	460	69.453	3.737	1627	69.611	4.263	1652	69.386	3.821
Leptospira_neocaledonica_GCF_002812205	Leptospira_biflexa_GCF_000017685	546.5	70.200	4.156	1930	70.119	4.356	1947	69.916	3.947
Leptospira_selangorensis_GCF_004769405	Leptospira_biflexa_GCF_000017685	559	70.179	4.240	1960	70.093	4.372	1981	69.954	4.009
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_biflexa_GCF_000017685	559.5	70.018	4.205	1898	70.066	4.397	1883	69.927	4.031
Leptospira_santarosai_GCF_000313175	Leptospira_biflexa_GCF_000017685	473	69.793	3.985	1633	69.827	4.298	1642	69.791	4.276
Leptospira_semungkisensis_GCF_004770055	Leptospira_biflexa_GCF_000017685	507	69.967	4.080	1703	69.897	4.357	1695	69.684	3.899
Leptospira_weilii_GCF_006874745	Leptospira_biflexa_GCF_000017685	494.5	69.713	4.171	1670	69.763	4.268	1670	69.805	4.259
Leptospira_hartskeerlii_GCF_002811475	Leptospira_biflexa_GCF_000017685	546.5	70.037	4.176	1906	70.135	4.424	1894	69.938	4.005
Leptospira_andrefontaineae_GCF_004770105	Leptospira_biflexa_GCF_000017685	565	70.303	4.137	1922	70.234	4.380	1925	70.073	3.975
Leptospira_langatensis_GCF_004770615	Leptospira_biflexa_GCF_000017685	470.5	69.792	4.196	1661	69.870	4.426	1672	69.645	4.009
Leptospira_tipperaryensis_GCF_001729245	Leptospira_biflexa_GCF_000017685	546.5	70.001	4.131	1907	69.967	4.304	1905	69.997	4.327
Leptospira_chreensis_GCF_016919165	Leptospira_biflexa_GCF_000017685	5407.5	78.683	5.363	14563	78.242	5.483	15703	78.101	5.405
Leptospira_iowaensis_GCF_040833965	Leptospira_biflexa_GCF_000017685	6523.5	82.244	5.111	16457	81.788	5.317	16469	81.794	5.307
Leptospira_bouyouniensis_GCF_004770445	Leptospira_biflexa_GCF_000017685	6856	83.769	4.712	16665	83.578	4.887	16663	83.573	4.850
Leptospira_alexanderi_GCF_000243815	Leptospira_biflexa_GCF_000017685	491	69.691	3.886	1730	69.761	4.273	1679	69.678	3.825
Leptospira_adleri_GCF_002811985	Leptospira_biflexa_GCF_000017685	529.5	69.835	4.157	1774	69.833	4.399	1764	69.620	3.935
Leptospira_yanagawae_GCF_000332475	Leptospira_biflexa_GCF_000017685	6265.5	82.752	5.577	16009	82.245	5.752	16058	82.178	5.794
Leptospira_wolbachii_GCF_000332515	Leptospira_biflexa_GCF_000017685	5464	78.655	5.376	14699	78.105	5.480	14740	78.120	5.509
Leptospira_venezuelensis_GCF_002150035	Leptospira_biflexa_GCF_000017685	581	70.058	4.194	1996	70.063	4.385	2011	69.913	4.013
Leptospira_fletcheri_GCF_004769195	Leptospira_biflexa_GCF_000017685	450.5	69.616	4.079	1512	69.599	4.344	1507	69.346	3.809
Leptospira_noumeaensis_GCF_004770765	Leptospira_biflexa_GCF_000017685	5487.5	78.867	5.460	14644	78.338	5.574	14573	78.310	5.503
Leptospira_stimsonii_GCF_003545885	Leptospira_biflexa_GCF_000017685	559	69.853	4.044	1866	69.890	4.335	1858	69.702	3.888
Leptospira_koniambonensis_GCF_004769555	Leptospira_biflexa_GCF_000017685	606.5	70.139	4.220	2025	70.138	4.373	2023	70.012	3.980
Leptospira_perdikensis_GCF_004769575	Leptospira_biflexa_GCF_000017685	5365.5	78.765	5.355	14584	78.174	5.477	14527	78.162	5.413
Leptospira_wolffii_GCF_000306115	Leptospira_biflexa_GCF_000017685	482	69.562	3.995	1615	69.676	4.353	1593	69.511	3.877
Leptospira_borgpetersenii_GCF_003046425	Leptospira_biflexa_GCF_000017685	498	69.915	3.999	1706	69.884	4.294	1701	69.693	3.822
Leptospira_inadai_GCF_000243675	Leptospira_biflexa_GCF_000017685	467	69.441	3.955	1602	69.429	4.150	1632	69.430	4.180
Leptospira_barantonii_GCF_002811925	Leptospira_biflexa_GCF_000017685	508.5	69.968	4.151	1765	70.004	4.363	1738	69.854	3.959
Leptospira_montravelensis_GCF_004769455	Leptospira_biflexa_GCF_000017685	5406.5	78.814	5.430	14561	78.229	5.540	14538	78.213	5.513
Leptospira_broomii_GCF_000243715	Leptospira_biflexa_GCF_000017685	486	69.289	3.836	1666	69.525	4.218	1683	69.315	3.800
Leptospira_levettii_GCF_002812085	Leptospira_biflexa_GCF_000017685	6706	82.186	5.021	16256	81.781	5.239	16221	81.766	5.216
Leptospira_interrogans_GCF_000343165	Leptospira_biflexa_GCF_000017685	556	70.209	4.010	1894	70.051	4.256	1893	69.884	3.798
Leptospira_noguchii_GCF_000306255	Leptospira_biflexa_GCF_000017685	557.5	70.049	3.987	1924	70.026	4.220	1934	70.005	4.101
Leptospira_kemamanensis_GCF_004769665	Leptospira_biflexa_GCF_000017685	6295	82.267	5.177	15787	81.807	5.443	15760	81.761	5.414
Leptospira_alstonii_GCF_000347175	Leptospira_biflexa_GCF_000017685	477.5	69.715	3.937	1652	69.821	4.352	1680	70.019	4.645
Leptospira_bandrabouensis_GCF_004770905	Leptospira_biflexa_GCF_000017685	5420	78.865	5.533	14748	78.300	5.582	14710	78.282	5.566
Leptospira_ainazelensis_GCF_016918785	Leptospira_biflexa_GCF_000017685	553	69.711	3.885	1906	69.834	4.249	1881	69.715	3.792
Leptospira_ilyithenensis_GCF_004771005	Leptospira_biflexa_GCF_000017685	2421	72.980	4.485	7522	72.695	4.557	7565	72.605	4.398
Leptospira_kanakyensis_GCF_004769235	Leptospira_biflexa_GCF_000017685	5362	78.950	5.469	14830	78.353	5.550	14801	78.316	5.505
Leptospira_fainei_GCF_000306235	Leptospira_kirschneri_GCF_000243695	1339	71.202	4.011	4507	71.050	4.004	4583	71.066	3.999
Leptospira_kmetyi_GCF_000243735	Leptospira_kirschneri_GCF_000243695	4313	79.846	4.403	11807	79.439	4.588	11814	79.479	4.567
Leptospira_harrisiae_GCF_002811945	Leptospira_kirschneri_GCF_000243695	538.5	70.185	3.957	1946	70.093	3.937	1948	70.095	4.032
Leptospira_sanjuanensis_GCF_022267325	Leptospira_kirschneri_GCF_000243695	4214	78.969	4.524	11508	78.496	4.641	11525	78.543	4.692
Leptospira_langatensis_GCF_004770615	Leptospira_kirschneri_GCF_000243695	1304	71.328	4.184	4290	71.143	4.123	4258	71.144	4.069
Leptospira_chreensis_GCF_016919165	Leptospira_kirschneri_GCF_000243695	569.5	70.232	4.015	1904	70.150	3.939	2025	70.060	3.735
Leptospira_tipperaryensis_GCF_001729245	Leptospira_kirschneri_GCF_000243695	4073.5	78.169	4.424	11415	77.676	4.567	11410	77.745	4.606
Leptospira_iowaensis_GCF_040833965	Leptospira_kirschneri_GCF_000243695	572.5	70.087	3.962	1900	69.973	3.954	1904	70.150	4.272
Leptospira_neocaledonica_GCF_002812205	Leptospira_kirschneri_GCF_000243695	1467.5	71.916	4.159	4726	71.682	4.128	4783	71.610	4.095
Leptospira_bouyouniensis_GCF_004770445	Leptospira_kirschneri_GCF_000243695	554.5	70.067	3.796	1920	69.939	3.929	1912	69.971	4.004
Leptospira_selangorensis_GCF_004769405	Leptospira_kirschneri_GCF_000243695	1443.5	71.914	4.147	4831	71.676	4.170	4820	71.630	4.128
Leptospira_adleri_GCF_002811985	Leptospira_kirschneri_GCF_000243695	3938	77.778	4.601	11151	77.367	4.684	11057	77.369	4.661
Leptospira_dzoumogneensis_GCF_004770895	Leptospira_kirschneri_GCF_000243695	1442	71.825	4.252	4743	71.594	4.195	4741	71.571	4.148
Leptospira_santarosai_GCF_000313175	Leptospira_kirschneri_GCF_000243695	4404	81.040	3.964	11770	80.673	4.180	11635	80.817	4.137
Leptospira_semungkisensis_GCF_004770055	Leptospira_kirschneri_GCF_000243695	1372.5	71.505	4.087	4472	71.283	4.118	4474	71.255	4.062
Leptospira_andrefontaineae_GCF_004770105	Leptospira_kirschneri_GCF_000243695	1473.5	71.720	4.254	4827	71.510	4.177	4838	71.456	4.119
Leptospira_hartskeerlii_GCF_002811475	Leptospira_kirschneri_GCF_000243695	1474.5	71.735	4.223	4756	71.578	4.186	4723	71.557	4.154
Leptospira_weilii_GCF_006874745	Leptospira_kirschneri_GCF_000243695	4507.5	81.177	3.858	12212	80.818	4.123	12096	80.954	4.066
Leptospira_venezuelensis_GCF_002150035	Leptospira_kirschneri_GCF_000243695	1472.5	71.627	4.212	4816	71.490	4.164	4820	71.481	4.146
Leptospira_perdikensis_GCF_004769575	Leptospira_kirschneri_GCF_000243695	576	70.297	3.789	1957	70.143	3.999	1957	70.135	3.886
Leptospira_yanagawae_GCF_000332475	Leptospira_kirschneri_GCF_000243695	511.5	70.104	4.073	1824	69.925	3.940	1828	70.004	4.198
Leptospira_noumeaensis_GCF_004770765	Leptospira_sanjuanensis_GCF_022267325	509.5	69.919	4.080	1789	69.949	4.402	1764	69.731	3.912
Leptospira_koniambonensis_GCF_004769555	Leptospira_kirschneri_GCF_000243695	1434.5	71.711	4.238	4853	71.540	4.165	4889	71.472	4.136
Leptospira_alexanderi_GCF_000243815	Leptospira_kirschneri_GCF_000243695	4491.5	81.431	3.679	12073	81.177	3.949	11939	81.260	3.903
Leptospira_wolbachii_GCF_000332515	Leptospira_kirschneri_GCF_000243695	543	70.132	3.956	1901	70.091	3.957	1933	70.322	4.465
Leptospira_fletcheri_GCF_004769195	Leptospira_kirschneri_GCF_000243695	1212	71.231	4.107	4040	71.014	4.009	4049	70.986	3.965
Leptospira_stimsonii_GCF_003545885	Leptospira_kirschneri_GCF_000243695	4031.5	77.792	4.479	11219	77.311	4.587	11223	77.304	4.587
Leptospira_barantonii_GCF_002811925	Leptospira_kirschneri_GCF_000243695	4350	79.842	4.280	11839	79.425	4.487	11818	79.442	4.425
Leptospira_noumeaensis_GCF_004770765	Leptospira_kirschneri_GCF_000243695	571	70.188	3.740	1966	70.204	3.925	1968	70.130	3.803
Leptospira_perdikensis_GCF_004769575	Leptospira_sanjuanensis_GCF_022267325	525	69.834	4.083	1777	69.933	4.431	1766	69.709	4.015
Leptospira_inadai_GCF_000243675	Leptospira_kirschneri_GCF_000243695	1370.5	71.317	4.014	4450	71.030	3.960	4522	71.138	4.223
Leptospira_broomii_GCF_000243715	Leptospira_kirschneri_GCF_000243695	1361	71.371	4.240	4523	71.170	4.206	4531	71.153	4.210
Leptospira_levettii_GCF_002812085	Leptospira_kirschneri_GCF_000243695	553.5	70.027	3.817	1891	69.904	3.852	1886	69.848	3.648
Leptospira_wolffii_GCF_000306115	Leptospira_kirschneri_GCF_000243695	1308	71.658	4.435	4290	71.422	4.406	4291	71.371	4.414
